ls_xy,ls_z,os_xyz,ls_t,os_t,ls_ap,mse
0.015,1.0,25.0,5.0,25.0,2.0,58.382076263427734
0.015,0.25,25.0,0.02,5.0,2.0,66.6495132446289
0.015,0.25,25.0,0.5,75.0,2.0,61.15852355957031
0.24,0.5,75.0,0.02,25.0,0.5,82.46465301513672
0.06,0.25,25.0,50.0,75.0,0.5,
0.03,1.0,75.0,0.5,25.0,0.5,59.056209564208984
0.12,0.25,75.0,50.0,5.0,1000000.0,
0.24,1.0,150.0,0.02,75.0,0.5,
0.015,0.25,75.0,0.5,25.0,1.0,57.20997619628906
0.015,1.0,25.0,5.0,5.0,0.5,52.919254302978516
0.06,1.0,75.0,50.0,5.0,0.5,59.137630462646484
0.03,1.0,150.0,0.02,5.0,1000000.0,68.78084564208984
0.06,0.5,25.0,0.1,5.0,0.5,61.51992416381836
0.03,0.25,75.0,5.0,5.0,2.0,54.176849365234375
0.06,0.25,75.0,0.1,5.0,1.0,58.236751556396484
0.12,0.25,75.0,5.0,5.0,2.0,67.30218505859375
0.24,0.25,75.0,50.0,25.0,1000000.0,
0.015,0.5,25.0,50.0,25.0,1.0,53.594390869140625
0.015,0.5,75.0,5.0,5.0,0.5,54.818477630615234
0.06,1.0,25.0,0.5,75.0,2.0,
0.24,0.5,150.0,0.5,5.0,1.0,
0.24,0.25,150.0,50.0,5.0,0.5,
0.06,0.25,75.0,0.1,5.0,1000000.0,73.9512939453125
0.015,0.5,75.0,0.1,75.0,2.0,70.44950103759766
0.03,0.25,150.0,0.5,75.0,0.5,61.75431823730469
0.03,1.0,150.0,0.1,25.0,1000000.0,70.66683959960938
0.24,0.25,75.0,0.1,5.0,1.0,
0.24,0.25,75.0,0.02,25.0,1000000.0,
0.015,1.0,150.0,5.0,75.0,1.0,62.98985290527344
0.03,0.5,25.0,0.5,75.0,2.0,61.97911834716797
0.06,1.0,150.0,0.1,75.0,1000000.0,
0.24,0.25,25.0,5.0,75.0,1.0,
0.015,0.5,150.0,0.5,5.0,0.5,56.72158432006836
0.24,0.5,25.0,50.0,5.0,1000000.0,
0.24,1.0,75.0,5.0,25.0,1.0,
0.015,0.25,150.0,50.0,75.0,1000000.0,68.51557922363281
0.06,0.5,150.0,0.5,75.0,1.0,
0.015,0.25,25.0,0.1,25.0,1.0,63.40610122680664
0.015,0.25,75.0,0.1,5.0,0.5,56.56943893432617
0.12,0.5,75.0,0.02,5.0,0.5,62.832115173339844
0.06,0.25,150.0,0.02,75.0,2.0,89.39857482910156
0.24,1.0,75.0,0.5,5.0,1000000.0,
0.24,0.5,75.0,0.5,75.0,1000000.0,
0.12,0.25,25.0,0.02,75.0,0.5,95.64013671875
0.015,0.25,25.0,0.1,5.0,1000000.0,67.87018585205078
0.12,0.25,75.0,0.02,5.0,1.0,65.73440551757812
0.015,0.25,75.0,0.02,25.0,1000000.0,82.2553482055664
0.015,1.0,150.0,50.0,25.0,1.0,57.90778350830078
0.12,1.0,150.0,5.0,75.0,2.0,
0.03,0.5,25.0,0.1,25.0,2.0,66.56586456298828
0.12,0.25,150.0,0.1,5.0,1000000.0,
0.06,0.5,150.0,0.02,25.0,0.5,65.89833068847656
0.015,1.0,150.0,50.0,25.0,0.5,56.31487274169922
0.24,0.5,150.0,0.02,5.0,2.0,
0.06,0.25,25.0,0.02,25.0,1.0,77.10136413574219
0.03,0.25,150.0,0.02,75.0,0.5,77.74736022949219
0.12,1.0,75.0,50.0,25.0,0.5,68.91851806640625
0.03,1.0,25.0,5.0,25.0,2.0,60.44156265258789
0.12,1.0,150.0,50.0,5.0,0.5,
0.06,0.25,25.0,0.5,5.0,0.5,59.29251480102539
0.015,0.5,150.0,50.0,75.0,2.0,61.387229919433594
0.24,0.25,25.0,5.0,5.0,1.0,69.65225219726562
0.24,0.25,25.0,50.0,5.0,2.0,73.06816864013672
0.24,1.0,150.0,5.0,75.0,0.5,
0.015,0.5,25.0,0.5,75.0,0.5,56.03791046142578
0.03,1.0,75.0,0.1,25.0,1000000.0,71.56651306152344
0.06,0.5,25.0,0.5,75.0,1.0,
0.24,1.0,150.0,0.5,75.0,1.0,
0.06,1.0,25.0,0.02,25.0,1.0,77.9896011352539
0.015,0.25,25.0,5.0,75.0,1.0,54.08979034423828
0.12,0.25,75.0,0.02,75.0,1.0,96.82192993164062
0.06,0.25,75.0,5.0,75.0,1000000.0,
0.24,1.0,150.0,0.02,25.0,1000000.0,
0.24,1.0,150.0,0.5,25.0,2.0,
0.06,0.25,25.0,50.0,25.0,2.0,64.0599365234375
0.015,1.0,75.0,50.0,5.0,1000000.0,65.06087493896484
0.03,1.0,150.0,0.1,5.0,1.0,54.86539077758789
0.015,0.25,75.0,50.0,25.0,1.0,54.8575553894043
0.06,0.5,25.0,0.1,25.0,1.0,68.6685791015625
0.06,0.5,150.0,0.1,25.0,0.5,69.35060119628906
0.24,0.25,150.0,5.0,75.0,1000000.0,
0.06,0.5,25.0,0.02,25.0,1.0,77.14808654785156
0.06,0.5,25.0,0.02,5.0,2.0,69.90999603271484
0.06,1.0,25.0,0.5,25.0,0.5,63.98755645751953
0.015,0.5,75.0,50.0,75.0,0.5,54.67436599731445
0.015,0.5,25.0,0.5,25.0,1.0,56.31715774536133
0.03,1.0,150.0,0.5,5.0,1.0,57.345184326171875
0.015,1.0,25.0,0.1,25.0,0.5,64.757080078125
0.03,0.5,25.0,0.1,25.0,1.0,63.18764114379883
0.03,0.5,25.0,0.02,75.0,2.0,88.83119201660156
0.03,0.5,150.0,50.0,25.0,2.0,56.71607208251953
0.06,1.0,75.0,50.0,25.0,0.5,63.139984130859375
0.06,0.25,150.0,0.1,25.0,0.5,68.92941284179688
0.24,1.0,25.0,0.02,5.0,0.5,73.40658569335938
0.015,1.0,150.0,0.02,5.0,0.5,56.271244049072266
0.03,0.25,75.0,0.1,5.0,1000000.0,67.62335968017578
0.03,0.5,75.0,50.0,75.0,2.0,56.22431564331055
0.015,0.5,75.0,5.0,5.0,2.0,58.099700927734375
0.06,0.25,25.0,0.5,75.0,0.5,61.490692138671875
0.24,1.0,150.0,50.0,75.0,0.5,
0.015,0.25,75.0,0.5,5.0,1.0,55.9006462097168
0.03,0.25,75.0,0.02,75.0,2.0,83.67840576171875
0.12,0.25,75.0,0.5,5.0,1000000.0,
0.24,1.0,25.0,0.5,5.0,0.5,72.26580047607422
0.015,1.0,75.0,5.0,5.0,0.5,55.14790725708008
0.24,0.25,150.0,50.0,5.0,1.0,
0.24,1.0,150.0,50.0,75.0,1.0,
0.06,0.5,75.0,5.0,75.0,1000000.0,
0.03,1.0,75.0,0.02,75.0,1000000.0,96.05062866210938
0.06,1.0,25.0,0.02,75.0,1000000.0,102.54893493652344
0.06,1.0,150.0,0.02,5.0,1000000.0,
0.06,1.0,150.0,0.1,5.0,1.0,58.39643096923828
0.24,1.0,150.0,0.02,5.0,1.0,
0.06,0.5,150.0,0.1,5.0,1.0,57.99000930786133
0.015,0.25,75.0,50.0,75.0,2.0,58.26191329956055
0.12,0.5,25.0,5.0,25.0,1000000.0,
0.12,0.5,25.0,0.1,25.0,1.0,75.75712585449219
0.24,0.5,75.0,0.5,25.0,1.0,
0.12,0.25,25.0,0.02,25.0,0.5,82.80729675292969
0.24,0.5,75.0,0.02,25.0,1000000.0,
0.015,0.25,150.0,0.1,75.0,1.0,75.19232177734375
0.12,0.5,150.0,0.02,75.0,1.0,
0.03,0.5,150.0,50.0,5.0,2.0,54.15120315551758
0.24,0.5,150.0,50.0,75.0,2.0,
0.015,0.5,150.0,50.0,25.0,2.0,60.69279479980469
0.015,1.0,150.0,50.0,75.0,0.5,57.43156433105469
0.24,0.5,25.0,50.0,5.0,2.0,73.16446685791016
0.06,0.5,75.0,0.5,75.0,2.0,
0.24,1.0,25.0,0.02,25.0,2.0,95.21148681640625
0.015,0.5,75.0,5.0,75.0,2.0,59.24506759643555
0.06,1.0,75.0,50.0,5.0,1000000.0,
0.06,1.0,25.0,0.02,5.0,1000000.0,82.67218017578125
0.03,1.0,75.0,5.0,25.0,1000000.0,67.6948013305664
0.015,0.5,25.0,50.0,25.0,0.5,52.46397018432617
0.015,1.0,75.0,0.5,75.0,1000000.0,67.18186950683594
0.03,0.25,150.0,5.0,75.0,1.0,61.311500549316406
0.03,0.25,150.0,0.1,25.0,0.5,65.22425079345703
0.03,1.0,25.0,50.0,25.0,1000000.0,68.45378112792969
0.12,1.0,75.0,0.1,75.0,1000000.0,
0.03,0.25,25.0,0.5,75.0,2.0,61.689247131347656
0.015,0.25,25.0,5.0,25.0,0.5,52.858123779296875
0.03,1.0,150.0,50.0,5.0,1000000.0,65.8486557006836
0.06,1.0,150.0,0.1,5.0,2.0,60.06882858276367
0.24,0.5,150.0,0.02,5.0,1.0,
0.24,1.0,25.0,0.5,25.0,2.0,
0.015,0.25,150.0,50.0,25.0,1000000.0,68.2404556274414
0.12,0.25,25.0,0.5,25.0,0.5,68.41999816894531
0.015,0.5,25.0,5.0,5.0,1.0,53.616050720214844
0.12,0.5,150.0,0.1,5.0,1.0,
0.06,1.0,75.0,50.0,25.0,1000000.0,
0.12,0.25,75.0,50.0,5.0,1.0,61.272438049316406
0.03,1.0,25.0,5.0,25.0,1.0,56.65512466430664
0.03,0.5,75.0,0.1,75.0,1.0,69.53931427001953
0.03,0.5,150.0,0.5,25.0,1.0,60.762508392333984
0.03,0.5,150.0,5.0,5.0,1000000.0,65.44964599609375
0.24,1.0,150.0,0.02,5.0,1000000.0,
0.12,0.5,25.0,0.02,5.0,0.5,67.56745147705078
0.24,0.25,25.0,5.0,25.0,1.0,71.00695037841797
0.015,0.5,150.0,5.0,25.0,1.0,61.4256477355957
0.06,0.25,75.0,0.1,25.0,1.0,67.03954315185547
0.03,1.0,150.0,0.1,25.0,0.5,66.60953521728516
0.015,0.5,75.0,0.02,5.0,1000000.0,69.21371459960938
0.24,1.0,25.0,0.1,25.0,2.0,96.11479187011719
0.03,0.25,25.0,0.5,5.0,2.0,59.70257568359375
0.12,0.25,150.0,0.5,5.0,1.0,
0.12,1.0,75.0,0.1,75.0,0.5,
0.06,1.0,150.0,5.0,5.0,1.0,58.59077453613281
0.06,0.5,150.0,5.0,5.0,2.0,59.23311996459961
0.03,0.5,25.0,50.0,5.0,1000000.0,66.43279266357422
0.24,0.25,150.0,0.5,5.0,2.0,
0.03,0.25,25.0,5.0,5.0,1000000.0,66.4261245727539
0.12,0.25,75.0,0.1,75.0,2.0,
0.03,0.25,25.0,0.1,25.0,1.0,62.9073600769043
0.06,0.5,150.0,5.0,5.0,1.0,58.13456344604492
0.015,0.25,75.0,50.0,5.0,2.0,57.5677604675293
0.12,0.5,75.0,0.5,25.0,2.0,
0.12,0.5,25.0,5.0,25.0,2.0,72.0257339477539
0.015,0.5,25.0,0.1,75.0,0.5,69.16920471191406
0.015,1.0,150.0,0.1,5.0,0.5,57.01456832885742
0.24,0.25,25.0,5.0,75.0,0.5,
0.015,1.0,75.0,0.5,5.0,0.5,55.34178924560547
0.015,0.5,75.0,5.0,75.0,1000000.0,65.70537567138672
0.06,0.25,150.0,0.1,75.0,1000000.0,
0.24,1.0,75.0,0.5,25.0,1000000.0,
0.24,1.0,25.0,5.0,75.0,2.0,
0.06,0.5,25.0,0.02,5.0,1000000.0,81.41725158691406
0.015,1.0,75.0,0.1,75.0,2.0,70.91862487792969
0.12,0.25,75.0,50.0,75.0,0.5,
0.015,0.25,75.0,5.0,5.0,2.0,58.04206848144531
0.03,0.25,150.0,0.1,25.0,2.0,62.5273551940918
0.12,0.5,25.0,0.5,5.0,1.0,69.41657257080078
0.015,1.0,25.0,0.1,5.0,1.0,58.7224235534668
0.03,0.25,150.0,0.1,25.0,1000000.0,70.4482421875
0.015,0.25,25.0,0.02,25.0,2.0,80.49698638916016
0.12,0.5,150.0,50.0,75.0,1.0,
0.06,0.25,150.0,0.02,5.0,0.5,55.46607208251953
0.24,0.5,25.0,0.02,25.0,2.0,93.35301208496094
0.015,0.25,150.0,0.1,25.0,1.0,66.69807434082031
0.06,0.5,25.0,5.0,5.0,1.0,59.921226501464844
0.12,0.5,150.0,0.02,75.0,0.5,90.43132781982422
0.03,0.5,75.0,5.0,5.0,1.0,54.21895980834961
0.24,0.25,150.0,50.0,25.0,2.0,
0.015,0.25,150.0,0.5,5.0,1000000.0,68.59734344482422
0.12,0.5,150.0,0.5,5.0,1000000.0,
0.12,0.5,150.0,50.0,5.0,2.0,
0.12,0.5,25.0,0.5,25.0,1.0,72.56916809082031
0.12,1.0,150.0,50.0,5.0,2.0,
0.03,0.5,75.0,5.0,5.0,0.5,55.13740539550781
0.06,1.0,75.0,0.5,5.0,2.0,64.10897064208984
0.12,0.5,150.0,0.1,5.0,0.5,61.49724578857422
0.03,0.5,25.0,50.0,25.0,2.0,57.89506912231445
0.24,0.25,75.0,5.0,5.0,1.0,
0.12,0.5,150.0,0.5,75.0,2.0,
0.015,0.25,25.0,0.02,5.0,0.5,60.88029861450195
0.03,0.25,150.0,0.02,25.0,1000000.0,82.35020446777344
0.06,0.5,75.0,0.5,5.0,1000000.0,76.48016357421875
0.12,1.0,25.0,50.0,75.0,2.0,
0.12,0.5,150.0,50.0,25.0,1.0,
0.06,0.5,150.0,0.02,75.0,0.5,81.36363983154297
0.015,1.0,25.0,0.5,75.0,1000000.0,66.76463317871094
0.03,0.25,75.0,0.02,75.0,1000000.0,97.1390609741211
0.03,0.5,25.0,5.0,5.0,2.0,57.72130584716797
0.06,0.25,25.0,0.02,75.0,1000000.0,104.05290985107422
0.24,0.25,150.0,50.0,5.0,2.0,
0.06,1.0,150.0,0.1,25.0,0.5,70.67794036865234
0.03,0.25,150.0,0.5,25.0,1000000.0,
0.12,1.0,75.0,0.5,5.0,1000000.0,
0.03,0.5,75.0,0.02,25.0,2.0,70.09941101074219
0.06,0.25,25.0,0.02,5.0,1.0,63.06650924682617
0.015,0.5,75.0,0.02,5.0,2.0,61.61788558959961
0.06,0.25,25.0,5.0,25.0,1000000.0,75.98628234863281
0.03,1.0,150.0,50.0,75.0,0.5,60.33277130126953
0.24,1.0,150.0,5.0,75.0,2.0,
0.03,1.0,25.0,50.0,25.0,2.0,59.836280822753906
0.06,0.25,25.0,5.0,5.0,1.0,59.277687072753906
0.12,1.0,25.0,0.5,75.0,0.5,
0.24,1.0,150.0,0.5,75.0,2.0,
0.015,0.25,75.0,0.1,75.0,1000000.0,75.4468002319336
0.12,0.25,75.0,0.1,25.0,2.0,74.65095520019531
0.24,0.25,25.0,50.0,75.0,1.0,
0.03,0.25,25.0,0.02,25.0,0.5,73.10467529296875
0.06,0.25,75.0,0.02,75.0,1.0,85.77476501464844
0.015,1.0,75.0,5.0,25.0,0.5,56.156700134277344
0.24,1.0,150.0,50.0,75.0,1000000.0,
0.015,0.25,150.0,5.0,75.0,2.0,63.43471145629883
0.12,0.5,25.0,0.02,75.0,1000000.0,112.83805847167969
0.06,0.25,25.0,0.1,75.0,1.0,74.28948974609375
0.03,0.5,150.0,0.1,75.0,1000000.0,
0.24,1.0,150.0,50.0,5.0,1.0,
0.24,0.25,150.0,0.02,75.0,1.0,
0.24,0.25,25.0,0.5,25.0,2.0,85.0908432006836
0.015,1.0,25.0,50.0,5.0,1.0,53.87130355834961
0.03,1.0,75.0,5.0,25.0,0.5,58.87590408325195
0.015,0.25,25.0,0.5,25.0,1000000.0,65.90040588378906
0.12,1.0,25.0,5.0,25.0,1000000.0,
0.12,0.5,25.0,50.0,75.0,0.5,
0.06,0.5,75.0,0.02,75.0,1000000.0,105.52428436279297
0.24,0.25,150.0,0.5,5.0,0.5,
0.12,0.5,75.0,0.02,25.0,0.5,75.92557525634766
0.06,0.25,75.0,0.1,25.0,2.0,66.733642578125
0.12,1.0,25.0,0.02,5.0,1000000.0,92.19365692138672
0.03,1.0,25.0,50.0,5.0,2.0,59.08634567260742
0.12,1.0,25.0,0.1,75.0,1.0,87.00223541259766
0.06,1.0,25.0,0.02,75.0,1.0,88.9453125
0.06,0.5,75.0,0.02,5.0,0.5,56.12788391113281
0.24,0.5,150.0,50.0,75.0,1000000.0,
0.03,1.0,75.0,50.0,25.0,0.5,56.18935775756836
0.12,1.0,25.0,5.0,75.0,1000000.0,
0.12,0.25,25.0,0.1,5.0,0.5,66.74055480957031
0.12,0.25,25.0,0.02,25.0,2.0,91.97023010253906
0.03,0.5,25.0,0.1,5.0,2.0,61.6102180480957
0.12,1.0,150.0,0.5,5.0,2.0,
0.06,0.5,75.0,5.0,75.0,1.0,
0.12,0.25,25.0,50.0,5.0,1.0,64.45782470703125
0.06,1.0,25.0,0.02,5.0,0.5,62.10130310058594
0.03,0.5,150.0,5.0,5.0,2.0,54.90115737915039
0.03,1.0,25.0,0.02,75.0,1000000.0,96.53123474121094
0.24,0.5,75.0,0.5,75.0,1.0,
0.06,0.5,75.0,50.0,75.0,1.0,
0.015,0.25,75.0,0.02,75.0,0.5,82.58245086669922
0.24,0.5,150.0,0.02,25.0,1.0,
0.015,1.0,150.0,0.5,25.0,1.0,61.14874267578125
0.06,1.0,25.0,50.0,5.0,2.0,66.596923828125
0.03,0.25,25.0,0.1,25.0,2.0,66.4188232421875
0.015,0.5,25.0,0.1,5.0,1.0,58.348655700683594
0.015,0.25,75.0,0.5,25.0,2.0,59.824161529541016
0.015,0.25,75.0,0.5,75.0,2.0,60.559078216552734
0.24,0.25,75.0,50.0,5.0,1000000.0,
0.015,0.25,75.0,0.02,25.0,1.0,70.9251708984375
0.06,1.0,25.0,0.1,25.0,2.0,74.39847564697266
0.12,1.0,25.0,0.1,75.0,0.5,87.59956359863281
0.015,0.5,25.0,50.0,75.0,1000000.0,63.30025863647461
0.24,0.5,150.0,0.5,25.0,0.5,
0.015,0.5,150.0,0.1,5.0,1.0,57.932071685791016
0.06,0.25,150.0,0.1,75.0,0.5,82.6983871459961
0.06,0.25,150.0,5.0,5.0,1.0,57.96828079223633
0.03,0.5,25.0,0.5,25.0,1.0,56.70933532714844
0.12,1.0,150.0,0.1,75.0,2.0,
0.24,1.0,25.0,50.0,5.0,1.0,69.08637237548828
0.24,0.25,25.0,0.1,25.0,1000000.0,
0.03,0.5,75.0,50.0,5.0,1.0,52.80748748779297
0.015,1.0,150.0,0.02,75.0,1.0,80.76744079589844
0.24,0.5,75.0,0.02,75.0,1000000.0,
0.12,1.0,75.0,0.5,75.0,1000000.0,
0.12,1.0,150.0,0.5,25.0,1000000.0,
0.24,0.25,150.0,0.02,5.0,2.0,
0.06,0.5,150.0,50.0,75.0,1000000.0,
0.12,0.5,25.0,0.1,75.0,1.0,83.68656158447266
0.12,0.5,150.0,50.0,25.0,1000000.0,
0.06,0.25,25.0,0.5,75.0,1.0,
0.12,0.5,25.0,0.5,75.0,1000000.0,
0.06,0.25,150.0,0.1,25.0,1.0,68.62901306152344
0.06,0.25,150.0,0.5,25.0,0.5,64.65444946289062
0.06,1.0,75.0,0.5,25.0,0.5,65.31440734863281
0.24,1.0,75.0,5.0,75.0,1.0,
0.06,1.0,25.0,5.0,5.0,1000000.0,78.04020690917969
0.24,0.25,150.0,5.0,75.0,2.0,
0.06,1.0,75.0,0.5,25.0,1.0,67.58928680419922
0.03,0.25,150.0,0.02,75.0,1.0,79.44026184082031
0.24,1.0,25.0,50.0,5.0,0.5,70.25957489013672
0.015,1.0,75.0,0.5,75.0,2.0,61.01413345336914
0.06,1.0,25.0,5.0,5.0,2.0,66.897705078125
0.24,1.0,25.0,0.5,5.0,1.0,75.04817199707031
0.24,1.0,25.0,50.0,75.0,1.0,
0.24,0.25,150.0,0.5,75.0,2.0,
0.015,1.0,75.0,0.02,5.0,2.0,61.698211669921875
0.03,0.5,150.0,0.02,75.0,2.0,82.02131652832031
0.06,1.0,25.0,0.1,75.0,1000000.0,
0.06,0.5,25.0,50.0,25.0,1000000.0,
0.015,0.5,75.0,50.0,75.0,1.0,55.63663101196289
0.24,1.0,75.0,0.02,75.0,2.0,
0.12,0.25,75.0,0.02,25.0,1.0,80.11066436767578
0.24,0.25,150.0,5.0,5.0,2.0,
0.03,0.25,25.0,0.02,75.0,0.5,83.50560760498047
0.12,0.5,25.0,0.02,5.0,2.0,77.63893127441406
0.015,1.0,25.0,50.0,25.0,1.0,54.150352478027344
0.12,0.25,75.0,0.5,75.0,1.0,
0.03,1.0,75.0,0.02,25.0,2.0,70.1644515991211
0.06,0.5,150.0,0.5,25.0,2.0,
0.06,1.0,75.0,5.0,5.0,0.5,59.40045166015625
0.24,1.0,75.0,0.1,25.0,1.0,
0.015,0.25,150.0,5.0,75.0,0.5,59.82822036743164
0.03,1.0,75.0,50.0,25.0,1.0,56.36027908325195
0.06,0.25,75.0,5.0,75.0,1.0,
0.015,0.25,75.0,5.0,5.0,0.5,54.76789474487305
0.24,1.0,150.0,5.0,75.0,1.0,
0.24,1.0,25.0,5.0,25.0,0.5,75.25442504882812
0.12,1.0,25.0,50.0,75.0,1.0,
0.03,0.5,25.0,0.5,5.0,0.5,54.95683288574219
0.06,0.5,25.0,5.0,5.0,0.5,58.77730941772461
0.24,1.0,75.0,50.0,25.0,0.5,
0.03,0.5,150.0,5.0,75.0,1000000.0,
0.06,1.0,25.0,5.0,25.0,1000000.0,79.72279357910156
0.12,0.25,75.0,5.0,25.0,1.0,65.12875366210938
0.06,0.5,150.0,0.02,25.0,1000000.0,
0.015,1.0,75.0,0.5,25.0,1000000.0,66.9298095703125
0.06,0.5,75.0,0.1,5.0,0.5,57.98834228515625
0.12,1.0,75.0,50.0,5.0,1000000.0,
0.03,0.5,150.0,0.1,25.0,1000000.0,70.54484558105469
0.015,0.25,150.0,0.1,5.0,0.5,56.790618896484375
0.03,0.25,75.0,0.02,5.0,0.5,52.992828369140625
0.06,1.0,25.0,0.1,5.0,0.5,63.05925750732422
0.24,1.0,25.0,50.0,25.0,2.0,
0.06,0.25,75.0,0.02,25.0,0.5,68.02230834960938
0.06,0.25,150.0,0.1,5.0,1.0,57.88722610473633
0.24,0.25,75.0,0.5,5.0,0.5,68.90016174316406
0.015,0.5,75.0,5.0,5.0,1.0,55.756195068359375
0.03,0.25,150.0,50.0,25.0,0.5,56.69198226928711
0.03,0.25,150.0,0.5,75.0,2.0,
0.12,0.25,150.0,50.0,25.0,2.0,
0.06,0.25,150.0,0.1,5.0,1000000.0,
0.015,0.5,150.0,0.02,75.0,1.0,80.89244079589844
0.24,1.0,150.0,50.0,25.0,1000000.0,
0.06,1.0,25.0,0.5,5.0,0.5,62.084712982177734
0.06,1.0,150.0,5.0,25.0,1.0,
0.03,1.0,75.0,0.1,25.0,0.5,64.75373077392578
